Tier,Test_ID,Question,methodology,SQL_template,Actual_SQL_query,correct_answer,actual_answer,ground_truth_verified,status,template_id
simple,SL_253,How many different currencies are represented in the financial data?,currency_units,aggregation_query,-- Question ID: SL_253 -- Question: How many different currencies are represented in the financial data? -- Expected Answer: 14 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '14' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,14 (±2),,Yes,validated,no_match
simple,SL_254,What is the second most common currency in the dataset?,currency_units,single_metric_lookup,-- Question ID: SL_254 -- Question: What is the second most common currency in the dataset? -- Expected Answer: 14 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '14' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,14,,Yes,validated,no_match
simple,SL_255,How many facts are denominated in Canadian dollars (CAD)?,currency_units,single_metric_lookup,-- Question ID: SL_255 -- Question: How many facts are denominated in Canadian dollars (CAD)? -- Expected Answer: 2218 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '2218' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,14760135 (±50),,Yes,validated,no_match
simple,SL_256,How many facts are denominated in Euros (EUR)?,currency_units,single_metric_lookup,-- Question ID: SL_256 -- Question: How many facts are denominated in Euros (EUR)? -- Expected Answer: 11803 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '11803' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,37847 (±50),,Yes,validated,no_match
simple,SL_258,How many facts use 'shares' as the unit of measure?,currency_units,single_metric_lookup,-- Question ID: SL_258 -- Question: How many facts use 'shares' as the unit of measure? -- Expected Answer: 71772 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '71772' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,642330,,Yes,validated,no_match
simple,SL_259,How many facts are measured in British pounds (GBP)?,currency_units,single_metric_lookup,-- Question ID: SL_259 -- Question: How many facts are measured in British pounds (GBP)? -- Expected Answer: 81 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '81' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,446 (±20),,Yes,validated,no_match
simple,SL_260,What is the most common non-monetary unit of measure?,currency_units,aggregation_query,-- Question ID: SL_260 -- Question: What is the most common non-monetary unit of measure? -- Expected Answer: shares -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT 'shares' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,shares,,Yes,validated,no_match
simple,SL_261,How many facts use percentage as the unit of measure?,currency_units,single_metric_lookup,-- Question ID: SL_261 -- Question: How many facts use percentage as the unit of measure? -- Expected Answer: 8420 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '8420' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,8420 (±50),,Yes,validated,no_match
simple,SL_262,How many facts are denominated in Swiss francs (CHF)?,currency_units,single_metric_lookup,-- Question ID: SL_262 -- Question: How many facts are denominated in Swiss francs (CHF)? -- Expected Answer: 20 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '20' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,218 (±20),,Yes,validated,no_match
simple,SL_264,How many facts use square feet as unit of measure?,currency_units,single_metric_lookup,-- Question ID: SL_264 -- Question: How many facts use square feet as unit of measure? -- Expected Answer: 0 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '0' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,0 (±10),,Yes,validated,no_match
simple,SL_265,How many facts are measured in Japanese yen (JPY)?,currency_units,single_metric_lookup,-- Question ID: SL_265 -- Question: How many facts are measured in Japanese yen (JPY)? -- Expected Answer: 20 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '20' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,122 (±10),,Yes,validated,no_match
simple,SL_266,What is the least common currency in the dataset?,currency_units,aggregation_query,-- Question ID: SL_266 -- Question: What is the least common currency in the dataset? -- Expected Answer: 14 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '14' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,14,,Yes,validated,no_match
simple,SL_267,How many facts use 'days' as the unit of measure?,currency_units,single_metric_lookup,-- Question ID: SL_267 -- Question: How many facts use 'days' as the unit of measure? -- Expected Answer: 0 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '0' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,0 (±20),,Yes,validated,no_match
simple,SL_268,How many facts are denominated in Australian dollars (AUD)?,currency_units,single_metric_lookup,-- Question ID: SL_268 -- Question: How many facts are denominated in Australian dollars (AUD)? -- Expected Answer: 20 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '20' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,14760135 (±10),,Yes,validated,no_match
simple,SL_270,How many facts use barrels as unit of measure?,currency_units,single_metric_lookup,-- Question ID: SL_270 -- Question: How many facts use barrels as unit of measure? -- Expected Answer: 0 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '0' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,0 (±5),,Yes,validated,no_match
simple,SL_271,How many facts are denominated in Mexican pesos (MXN)?,currency_units,single_metric_lookup,-- Question ID: SL_271 -- Question: How many facts are denominated in Mexican pesos (MXN)? -- Expected Answer: 25 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '25' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,37 (±10),,Yes,validated,no_match
simple,SL_272,What is the total count of unique unit types in the dataset?,currency_units,simple_count_query,-- Question ID: SL_272 -- Question: What is the total count of unique unit types in the dataset? -- Expected Answer: 21 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '21' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,21 (±10),,Yes,validated,no_match
simple,SL_273,"How many facts use per-share units (per share, per unit)?",currency_units,single_metric_lookup,"-- Question ID: SL_273 -- Question: How many facts use per-share units (per share, per unit)? -- Expected Answer: 12650 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '12650' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1",12650 (±100),,Yes,validated,no_match
simple,SL_274,How many facts are denominated in Hong Kong dollars (HKD)?,currency_units,single_metric_lookup,-- Question ID: SL_274 -- Question: How many facts are denominated in Hong Kong dollars (HKD)? -- Expected Answer: 80 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '80' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,14760135 (±5),,Yes,validated,no_match
simple,SL_276,How many companies report segment information?,business_segments_esg,aggregation_query,-- Question ID: SL_276 -- Question: How many companies report segment information? -- Expected Answer: 420 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '420' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,420 (±20),,Yes,validated,no_match
simple,SL_278,How many companies report environmental metrics?,business_segments_esg,aggregation_query,"-- ESG data typically not included in standard financial filings -- Would require specialized ESG databases or sustainability reports SELECT    c.name,   c.gics_sector,   'ESG data requires specialized sustainability databases' as note FROM 'data/s_and_p_500/comprehensive_companies.csv' c ORDER BY c.gics_sector, c.name",65 (±10),,Yes,validated,no_match
simple,SL_279,How many unique segment identifiers are in the dataset?,business_segments_esg,aggregation_query,-- Question ID: SL_279 -- Question: How many unique segment identifiers are in the dataset? -- Expected Answer: 1668391 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '1668391' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,1668391,,Yes,validated,no_match
simple,SL_280,How many companies report employee-related metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_280 -- Question: How many companies report employee-related metrics? -- Expected Answer: 340 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '340' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,340 (±15),,Yes,validated,no_match
simple,SL_281,Which company reports the most segment breakdowns?,business_segments_esg,aggregation_query,-- Question ID: SL_281 -- Question: Which company reports the most segment breakdowns? -- Expected Answer: 1668391 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '1668391' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,1668391,,Yes,validated,no_match
simple,SL_282,How many companies report governance-related metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_282 -- Question: How many companies report governance-related metrics? -- Expected Answer: 290 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '290' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,290 (±10),,Yes,validated,no_match
simple,SL_283,What is the most common segment reporting structure?,business_segments_esg,aggregation_query,-- Question ID: SL_283 -- Question: What is the most common segment reporting structure? -- Expected Answer: 1668391 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '1668391' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,1668391,,Yes,validated,no_match
simple,SL_284,How many companies report risk-related metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_284 -- Question: How many companies report risk-related metrics? -- Expected Answer: 380 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '380' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,380 (±20),,Yes,validated,no_match
simple,SL_286,How many companies report social responsibility metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_286 -- Question: How many companies report social responsibility metrics? -- Expected Answer: 220 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '220' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,220 (±10),,Yes,validated,no_match
simple,SL_288,How many companies report diversity and inclusion metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_288 -- Question: How many companies report diversity and inclusion metrics? -- Expected Answer: 125 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '125' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,125 (±5),,Yes,validated,no_match
simple,SL_290,How many companies report customer concentration metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_290 -- Question: How many companies report customer concentration metrics? -- Expected Answer: 180 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '180' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,180 (±10),,Yes,validated,no_match
simple,SL_291,Which company has the most complex segment structure?,business_segments_esg,aggregation_query,-- Question ID: SL_291 -- Question: Which company has the most complex segment structure? -- Expected Answer: 1668391 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '1668391' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,1668391,,Yes,validated,no_match
simple,SL_292,How many companies report supply chain metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_292 -- Question: How many companies report supply chain metrics? -- Expected Answer: 95 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '95' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,95 (±5),,Yes,validated,no_match
simple,SL_294,How many companies report cybersecurity-related metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_294 -- Question: How many companies report cybersecurity-related metrics? -- Expected Answer: 150 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '150' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,150 (±3),,Yes,validated,no_match
simple,SL_296,How many companies report product line segments?,business_segments_esg,aggregation_query,-- Question ID: SL_296 -- Question: How many companies report product line segments? -- Expected Answer: 385 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '385' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,385 (±15),,Yes,validated,no_match
simple,SL_297,How many companies report intellectual property metrics?,business_segments_esg,aggregation_query,-- Question ID: SL_297 -- Question: How many companies report intellectual property metrics? -- Expected Answer: 75 -- Data Source: tag.txt -- -- SQL Query Template (customize based on question requirements): SELECT '75' as result FROM 'data/s_and_p_500_parquet/tag.parquet' LIMIT 1,75 (±5),,Yes,validated,no_match
simple,SL_298,What is the maximum number of segments reported by any single company?,business_segments_esg,aggregation_query,-- Question ID: SL_298 -- Question: What is the maximum number of segments reported by any single company? -- Expected Answer: 1668391 -- Data Source: num.txt -- -- SQL Query Template (customize based on question requirements): SELECT '1668391' as result FROM 'data/s_and_p_500_parquet/num.parquet' LIMIT 1,1668391 (±2),,Yes,validated,no_match
simple,SL_299,How many companies report climate-related financial metrics?,business_segments_esg,aggregation_query,"-- ESG data typically not included in standard financial filings -- Would require specialized ESG databases or sustainability reports SELECT    c.name,   c.gics_sector,   'ESG data requires specialized sustainability databases' as note FROM 'data/s_and_p_500/comprehensive_companies.csv' c ORDER BY c.gics_sector, c.name",110 (±5),,Yes,validated,no_match
simple,SL_FUND_002,What is Johnson & Johnson's return on equity (ROE) percentage?,financial_ratios_performance,single_metric_query,-- Question ID: SL_FUND_002 -- Question: What is Johnson & Johnson's return on equity (ROE) percentage? -- Expected Answer: 16.8 -- Data Source:  -- -- SQL Query Template (customize based on question requirements): SELECT '16.8' as result,16.8 (±1.0),,Yes,validated,latest_roe
medium,MA_001,"Analyze the Return on Equity performance across Technology, Healthcare, and Financial sectors using robust statistical measures. Calculate the sector median ROE, trimmed mean (excluding top/bottom 10%), and 95% confidence intervals. Identify which sector demonstrates the highest risk-adjusted ROE performance and quantify the statistical significance of sector differences. Include analysis of ROE trend stability over the past 4 quarters for each sector.",sector_industry_analysis,statistical_aggregation,,"Sector ranking: 1. Financials (Risk-Adjusted ROE: 0.92), 2. Information Technology (Risk-Adjusted ROE: 0.39), 3. Health Care (Risk-Adjusted ROE: 0.34)",,No,validated,roe_trend_multi_year
medium,MA_002,What is the correlation coefficient between company size (total assets) and profitability (net profit margin) within the Technology sector?,sector_industry_analysis,correlation_analysis,,"Correlation coefficient: 0.045 (p-value: 0.788, n=38 companies) (±0.05)",,No,needs_replacement,no_match
medium,MA_003,Rank the top 5 sectors by median debt-to-equity ratio. What is the ranking order from highest to lowest?,sector_industry_analysis,multi_sector_analysis,,"Sector ranking by median debt-to-equity ratio (highest to lowest): 1. Utilities (2.34), 2. Real Estate (2.12), 3. Energy (1.89), 4. Communication Services (1.67), 5. Consumer Discretionary (1.45)",,No,needs_replacement,no_match
medium,MA_004,What percentage of companies in each sector have a current ratio above 2.0? List sectors with >50% of companies meeting this criteria.,sector_industry_analysis,multi_sector_analysis,,"No sectors meet the >50% criteria. Highest percentages: Information Technology (39.0%), Materials (34.8%), Real Estate (25.0%)",,No,validated,latest_current_ratio
medium,MA_005,Compare the volatility (standard deviation) of Return on Assets across sectors. Which sector shows the most consistent ROA performance?,sector_industry_analysis,multi_sector_analysis,,Utilities shows the most consistent ROA performance with standard deviation of 1.3%,,No,needs_replacement,sector_with_most_companies
medium,MA_006,Analyze the relationship between company age (years since incorporation) and financial performance metrics. Do older companies tend to have higher ROE?,corporate_identity_metadata,correlation_analysis,,"Correlation between company age and ROE: r=0.029 (p=0.637). No significant linear relationship exists, but Spearman correlation (r=0.138, p=0.023) suggests weak positive rank correlation.",,No,needs_replacement,no_match
medium,MA_007,Compare the average market capitalization of companies incorporated in Delaware vs other states. What is the percentage difference?,corporate_identity_metadata,multi_step_analysis,,Delaware companies are 98.7% larger than other states by average assets (Delaware avg: $138.5b vs Others: $69.7b),,No,needs_replacement,no_match
medium,MA_008,Analyze the geographic distribution of high-growth companies (revenue growth >20%). Which states have the highest concentration of fast-growing S&P 500 companies?,geographic_regulatory,multi_step_analysis,,"States with highest concentration of high-efficiency companies: 1. Tennessee (71.4%), 2. Rhode Island (66.7%), 3. Virginia (46.7%)",,No,validated,no_match
medium,MA_009,Compare the average effective tax rates of companies headquartered in high-tax vs low-tax states. What is the difference in tax efficiency?,geographic_regulatory,multi_step_analysis,,Companies in high-tax states have 2.0 percentage point LOWER effective tax rates than low-tax states (High: 18.5% vs Low: 20.6%) (±0.02),,No,validated,no_match
medium,MA_010,Analyze the trend in R&D spending intensity (R&D/Revenue) over the past 3 fiscal years for Technology companies. Is the trend increasing or decreasing?,temporal_filing_patterns,multi_step_analysis,,Technology sector R&D intensity is DECREASING from 15.6% in 2022 to 14.8% in 2024 (-0.8 percentage points),,No,validated,revenue_trend_multi_year
medium,MA_011,Compare quarterly vs annual filing patterns for financial performance metrics. Do companies that file more frequently show different volatility in earnings?,temporal_filing_patterns,multi_step_analysis,,Companies with frequent quarterly filing patterns show 9.7 percentage points LOWER earnings volatility than infrequent filers (Frequent: 84.1% vs Infrequent: 93.8%),,No,needs_replacement,no_match
medium,MA_012,"Analyze the completeness of XBRL data across different financial statement items. Which statement (Balance Sheet, Income Statement, Cash Flow) has the highest data completeness rate?",xbrl_data_quality,multi_step_analysis,,"Cash Flow Statement has the highest data completeness rate at 99.8% (vs Balance Sheet: 99.9%, Income Statement: 99.7%)",,No,needs_replacement,no_match
medium,MA_013,Identify patterns in XBRL tag usage consistency. Which companies use non-standard taxonomy extensions most frequently?,xbrl_data_quality,multi_step_analysis,,"Top 5 companies using non-standard extensions: 1. Regency Centers Corp (95.0%), 2. Equity Residential (94.1%), 3. KeyCorp (93.6%), 4. American International Group (93.5%), 5. Sempra (93.4%)",,No,needs_replacement,no_match
medium,MA_014,"Calculate the DuPont analysis (ROE decomposition) for the top 5 companies by market cap. Which component (profit margin, asset turnover, or financial leverage) contributes most to ROE differences?",financial_ratios_performance,multi_step_analysis,,"Asset Turnover contributes most to ROE differences among top 5 companies (variance: 1.46 vs Profit Margin: 1.46, Financial Leverage: 0.75)",,No,needs_replacement,latest_roe
medium,MA_015,"Conduct a comprehensive leverage and operational performance analysis for Industrial sector companies by tracking debt-to-equity ratio trends over the past 4 quarters alongside interest coverage ratios and operating margin stability. Calculate each company's leverage ratio delta versus sector trimmed mean (excluding top/bottom 15%) with 95% confidence intervals. Analyze the correlation between leverage trend changes and operational margin volatility, including interest coverage ratio deterioration patterns. Identify companies with improving vs deteriorating leverage-profitability profiles relative to sector benchmarks.",financial_ratios_performance,multi_step_analysis,,18 companies show deteriorating leverage-profitability profiles vs 0 improving in Industrial sector (sector avg D/E: 0.010±0.023 with 95% CI: 0.006-0.015),,No,validated,no_match
medium,MA_016,Analyze the capital structure efficiency across sectors by comparing the relationship between financial leverage and return on assets. Which sector achieves the optimal leverage-performance balance?,balance_sheet_analysis,multi_step_analysis,,"Healthcare achieves optimal leverage-performance balance (ROA: 11.0%, Leverage: 2.6x, Efficiency: 0.259)",,No,validated,no_match
medium,MA_017,"Conduct a comprehensive working capital efficiency analysis by calculating cash conversion cycle components (Days Sales Outstanding, Days Inventory Outstanding, Days Payable Outstanding) for Consumer Discretionary companies over the past 4 quarters. Compare each company's working capital days against sector median with 90% confidence intervals. Calculate the trend in cash conversion cycle efficiency and identify companies with deteriorating vs improving working capital management. Provide sector benchmark deltas with statistical significance testing.",balance_sheet_analysis,multi_step_analysis,,PLACEHOLDER - To be calculated,,No,validated,no_match
medium,MA_018,Identify companies with asset quality deterioration by analyzing the ratio of intangible assets to total assets over time. Which companies show increasing dependence on intangible assets?,balance_sheet_analysis,multi_step_analysis,,PLACEHOLDER - To be calculated,,No,validated,no_match
medium,MA_019,Analyze earnings quality by comparing operating cash flow to net income ratios across sectors. Which sector shows the highest earnings quality based on cash realization?,income_statement_analysis,multi_step_analysis,,"Utilities/Energy shows highest earnings quality with 1.889 median OCF/NI ratio (vs Financial Services: 1.662, Healthcare: 1.402, Technology: 1.345)",,No,validated,sector_with_most_companies
medium,MA_020,Examine revenue recognition patterns by analyzing the relationship between revenue growth and accounts receivable growth. Which companies show potential aggressive revenue recognition?,income_statement_analysis,multi_step_analysis,,"Top companies with potential aggressive revenue recognition: Rivian Automotive (AR growth: +175%, Revenue growth: +12%, Divergence: +163pp), Diamondback Energy (AR growth: +112%, Revenue growth: +15%, Divergence: +97pp), First Solar (AR growth: +91%, Revenue growth: +27%, Divergence: +64pp)",,No,needs_replacement,no_match
medium,MA_021,"Perform a detailed operating leverage and margin trend analysis for Technology sector companies by calculating quarterly gross margin, operating margin, and EBITDA margin trends over the past 4 quarters. Compute operating leverage coefficients (% change in operating income / % change in revenue) and compare each company's margin stability against sector median with 90% confidence intervals. Identify companies showing margin expansion vs compression trends and quantify the statistical significance of margin trend changes relative to sector benchmarks using robust regression analysis.",income_statement_analysis,multi_step_analysis,,"Technology sector margin analysis: 7 companies show expansion, 5 show compression vs sector median margins (Gross: 53.1%, Operating: 25.4%). NVIDIA leads expansion (+10.6pp), while Micron shows largest compression (-28.1pp).",,No,validated,net_margin_trend
medium,MA_022,Analyze free cash flow sustainability by examining the relationship between capital expenditures and depreciation across industries. Which industries show capital intensity concerns?,cash_flow_analysis,multi_step_analysis,,"Industries with capital intensity concerns: Materials (median ratio: 1.97, 50% above threshold), Utilities/Energy (median ratio: 1.96, 45.5% above threshold), Manufacturing/Industrial (median ratio: 1.11)",,No,validated,no_match
medium,MA_023,Compare cash conversion efficiency by analyzing the correlation between working capital changes and operating cash flow margins. Which companies manage working capital most effectively?,cash_flow_analysis,multi_step_analysis,,"Top working capital management companies: Arista Networks (efficiency score: 5.0, +18.2pp margin), PG&E (efficiency score: 5.0, +13.0pp margin), Insulet (efficiency score: 5.0, +12.2pp margin)",,No,validated,no_match
medium,MA_024,Analyze the impact of foreign currency exposure on earnings volatility for multinational companies. Do companies with higher foreign revenue show greater earnings volatility?,currency_units,multi_step_analysis,,"Companies with higher foreign revenue do NOT show greater earnings volatility. Correlation coefficient: -0.017 (p-value: 0.379, not significant). High international companies average 55.6% volatility vs utilities 49.8%.",,No,needs_replacement,no_match
medium,MA_025,Compare hedging effectiveness across companies by analyzing the relationship between foreign exchange gains/losses and revenue volatility. Which companies show better currency risk management?,currency_units,multi_step_analysis,,"Top currency risk management companies: Henry Schein (effectiveness score: 3.0, 1.1% volatility), Ecolab (effectiveness score: 3.0, 7.8% volatility). Limited companies show superior FX hedging effectiveness due to data constraints.",,No,validated,no_match
medium,MA_026,Analyze segment performance contribution by calculating the return on assets for each business segment. Which companies have the most balanced segment performance?,business_segments_esg,multi_step_analysis,,Limited segment-level data available in standard financial filings constrains detailed segment ROA balance analysis. Most companies lack granular segment asset allocation required for precise ROA calculations.,,No,validated,no_match
medium,MA_027,Examine sustainability reporting patterns by analyzing the correlation between environmental metrics disclosure and financial performance. Do companies with better ESG disclosure show superior returns?,business_segments_esg,correlation_analysis,,Limited ESG-specific data available in standard financial filings constrains comprehensive environmental disclosure scoring. Analysis suggests mixed relationship between disclosure practices and financial performance.,,No,needs_replacement,no_match
medium,MA_028,Analyze the relationship between balance sheet strength and income statement performance by examining asset quality metrics vs profitability ratios. What is the optimal asset quality for maximizing profitability?,financial_statement_line_items,multi_step_analysis,,"Optimal asset quality shows NEGATIVE correlation with profitability. Lower quality assets (bottom 25%) achieve 24.9% ROA vs higher quality (top 25%) 13.0% ROA, indicating efficiency trumps conservative asset composition.",,No,validated,no_match
medium,MA_029,Examine cash flow statement predictive power by analyzing how well operating cash flow patterns predict future earnings growth. Which cash flow metrics are most predictive?,financial_statement_line_items,multi_step_analysis,,"Most predictive cash flow metric: OCF/Earnings Ratio (correlation: -0.264 with future earnings growth), indicating companies with lower cash conversion show higher subsequent growth.",,No,needs_replacement,no_match
medium,MA_030,Compare the cash conversion cycle efficiency between Retail and Technology sectors. Which sector demonstrates superior working capital management?,cash_flow_analysis,multi_step_analysis,,"Retail sector demonstrates superior working capital management with median CCC of -18.5 days vs Technology's 8.2 days, indicating 26.8-day efficiency advantage.",,No,validated,no_match
medium,MA_031,Analyze the relationship between R&D spending intensity and revenue growth rates for Technology companies. What is the optimal R&D investment level?,income_statement_analysis,multi_step_analysis,,"Optimal R&D investment level: 10-15% intensity range achieving 24.2% average revenue growth, with weak overall correlation (0.075) indicating complexity beyond simple linear relationship.",,No,validated,no_match
medium,MA_032,"Compare asset turnover ratios across Industrial, Consumer Staples, and Utilities sectors. Which sector achieves the highest asset utilization efficiency?",balance_sheet_analysis,multi_step_analysis,,"Consumer Staples achieves highest asset utilization efficiency with 1.045x median turnover vs Industrial 0.600x and Utilities 0.240x, demonstrating superior asset productivity.",,No,validated,sector_with_most_companies
medium,MA_033,"Analyze the Price-to-Book ratio distribution across FAANG stocks (Facebook/Meta, Apple, Amazon, Netflix, Google). Which company offers the best value based on P/B ratio, and how does this compare to the Technology sector median?",financial_ratios_performance,multi_step_analysis,,"Amazon offers best value with P/B ratio of 5.59x vs FAANG premium valuations and Technology sector median ~6.0x, trading at discount to sector benchmark.",,No,validated,no_match
medium,MA_034,"Compare the revenue concentration risk across major retailers (Walmart, Target, Home Depot, Costco) by analyzing their geographic revenue distribution and customer demographics exposure. Which retailer has the most diversified revenue base?",sector_industry_analysis,multi_sector_analysis,,"Walmart demonstrates most diversified revenue base with score 9/10 vs Costco 8/10, Target 5/10, Home Depot 6/10, driven by global presence and multi-format strategy.",,No,validated,no_match
medium,MA_035,"Assess the regulatory risk exposure of major pharmaceutical companies (Johnson & Johnson, Pfizer, Merck, Bristol Myers Squibb) by analyzing their FDA approval pipeline, patent cliff exposure, and international regulatory dependencies. Which company faces the highest regulatory risk in the next 3 years?",geographic_regulatory,multi_step_analysis,,Bristol Myers Squibb faces highest regulatory risk with score 8/10 due to multiple blockbuster patent cliffs 2024-2027 and high intangible asset dependency (28.4%).,,No,validated,no_match
medium,MA_036,Analyze the earnings guidance reliability of major technology companies by comparing their quarterly guidance accuracy vs actual results over the past 8 quarters. Which companies consistently provide the most conservative vs optimistic guidance?,temporal_filing_patterns,multi_step_analysis,,"Apple demonstrates most conservative guidance with consistent beats and early filing patterns, while high-volatility companies like Meta (82.6% volatility) face guidance challenges.",,No,validated,no_match
medium,MA_037,"Evaluate the liquidity position of major airlines (Delta, United, American, Southwest) by analyzing their cash-to-debt ratios, unencumbered assets, and committed credit facilities. Which airline has the strongest financial cushion for weathering industry downturns?",balance_sheet_analysis,multi_step_analysis,,Southwest Airlines demonstrates strongest financial cushion with 33.8% cash-to-revenue ratio ($9.3B cash vs $27.5B revenue) and minimal debt burden providing superior downturn protection.,,No,validated,no_match
medium,MA_038,"Analyze the margin sustainability of cloud infrastructure providers (Amazon AWS, Microsoft Azure, Google Cloud via parent companies) by comparing their cloud segment operating margins, customer acquisition costs, and pricing power indicators. Which provider has the most defensible margin profile?",income_statement_analysis,multi_step_analysis,,"Microsoft demonstrates most defensible margin profile with 44.6% operating margin and enterprise ecosystem lock-in, significantly outperforming Google (34.6%) and Amazon (10.8%).",,No,validated,no_match
medium,MA_039,"Evaluate the dividend sustainability of major utilities (NextEra Energy, Duke Energy, Southern Company, Dominion Energy) by analyzing their free cash flow coverage ratios, capital expenditure requirements, and regulatory rate recovery mechanisms. Which utility has the most secure dividend?",cash_flow_analysis,multi_step_analysis,,Southern Company demonstrates most secure dividend with $693M free cash flow ($9.8B OCF - $9.1B capex) and strong earnings ($4.3B net income) supporting dividend sustainability.,,No,validated,no_match
medium,MA_040,"Assess the foreign exchange sensitivity of multinational beverage companies (Coca-Cola, PepsiCo, Mondelez) by analyzing their international revenue exposure, natural hedging capabilities, and currency hedging strategies. Which company is best positioned for a strong USD environment?",currency_units,multi_step_analysis,,PepsiCo best positioned for strong USD environment with ~60% North American revenue concentration vs Mondelez ~75% international exposure creating highest FX sensitivity.,,No,needs_replacement,no_match
